product_name,quantity,price_at_purchase,created_at
PROD154,1.0,59950,2024-04-30
PROD120,1.0,323000,2024-04-30
PROD120,1.0,323000,2024-04-30
PROD21,1.0,235000,2024-04-30
PROD21,1.0,235000,2024-04-30
PROD20,1.0,303200,2024-04-30
PROD120,1.0,323000,2024-04-30
PROD120,1.0,323000,2024-04-30
PROD120,1.0,323000,2024-04-30
PROD21,1.0,235000,2024-04-30
PROD120,1.0,323000,2024-04-30
PROD9,1.0,138000,2024-04-30
PROD122,1.0,270000,2024-04-30
PROD9,1.0,138000,2024-04-30
PROD21,1.0,235000,2024-04-30
PROD9,1.0,138000,2024-04-30
PROD120,1.0,323000,2024-04-30
PROD9,1.0,138000,2024-04-30
PROD63,2.0,270000,2024-04-30
PROD217,1.0,403000,2024-04-30
PROD86,1.0,785000,2024-04-30
PROD15,4.0,367500,2024-04-30
PROD21,1.0,235000,2024-04-30
PROD11,1.0,255000,2024-04-30
PROD24,1.0,311500,2024-04-30
PROD132,1.0,177510,2024-04-30
PROD61,1.0,328000,2024-04-30
PROD120,1.0,323000,2024-04-30
PROD176,1.0,89000,2024-04-30
PROD57,30.0,2750,2024-04-30
PROD33,2.0,279900,2024-04-30
PROD113,2.0,155245,2024-04-30
PROD15,1.0,367500,2024-04-30
PROD21,1.0,235000,2024-04-30
PROD11,1.0,255000,2024-04-30
PROD120,1.0,323000,2024-04-30
PROD64,1.0,247500,2024-04-30
PROD11,1.0,255000,2024-04-30
PROD3,1.0,758500,2024-04-30
PROD11,1.0,255000,2024-04-30
PROD11,1.0,255000,2024-04-30
PROD21,1.0,240000,2024-04-30
PROD33,1.0,279900,2024-04-30
PROD18,1.0,776000,2024-04-30
PROD20,1.0,303200,2024-04-30
PROD33,2.0,279900,2024-04-30
PROD132,1.0,177510,2024-04-30
PROD9,1.0,138000,2024-04-30
PROD10,1.0,323000,2024-04-30
PROD9,1.0,138000,2024-04-30
PROD20,1.0,303200,2024-05-02
PROD288,1.0,140000,2024-05-02
PROD120,1.0,323000,2024-05-02
PROD78,1.0,666800,2024-05-02
PROD110,1.0,400000,2024-05-02
PROD11,1.0,255000,2024-05-02
PROD11,1.0,255000,2024-05-02
PROD21,1.0,235000,2024-05-02
PROD61,1.0,328000,2024-05-02
PROD21,1.0,235000,2024-05-02
PROD33,1.0,279900,2024-05-02
PROD20,1.0,303200,2024-05-02
PROD110,1.0,400000,2024-05-02
PROD21,1.0,235000,2024-05-02
PROD21,1.0,235000,2024-05-02
PROD11,1.0,255000,2024-05-02
PROD11,1.0,255000,2024-05-02
PROD9,4.0,138000,2024-05-02
PROD30,1.0,356000,2024-05-02
PROD20,1.0,303200,2024-05-02
PROD40,1.0,255000,2024-05-02
PROD147,1.0,1270000,2024-05-02
PROD9,1.0,138000,2024-05-02
PROD122,2.0,270000,2024-05-02
PROD11,1.0,255000,2024-05-02
PROD120,1.0,323000,2024-05-02
PROD41,1.0,273500,2024-05-02
PROD20,1.0,303200,2024-05-02
PROD5,1.0,330000,2024-05-02
PROD11,1.0,255000,2024-05-02
PROD21,1.0,235000,2024-05-02
PROD50,1.0,242000,2024-05-02
PROD34,1.0,435500,2024-05-02
PROD21,1.0,235000,2024-05-02
PROD30,1.0,356000,2024-05-02
PROD132,1.0,177510,2024-05-02
PROD262,1.0,73200,2024-05-02
PROD39,1.0,297500,2024-05-02
PROD20,1.0,303200,2024-05-02
PROD21,1.0,235000,2024-05-02
PROD30,1.0,356000,2024-05-02
PROD11,1.0,255000,2024-05-02
PROD50,1.0,242000,2024-05-02
PROD21,1.0,235000,2024-05-02
PROD20,1.0,303200,2024-05-02
PROD21,1.0,235000,2024-05-02
PROD120,1.0,323000,2024-05-02
PROD20,1.0,303200,2024-05-02
PROD86,1.0,785000,2024-05-02
PROD180,1.0,80000,2024-05-02
PROD120,1.0,323000,2024-05-02
PROD13,1.0,367000,2024-05-02
PROD264,1.0,35750,2024-05-02
PROD21,1.0,235000,2024-05-02
PROD13,1.0,367000,2024-05-02
PROD30,1.0,356000,2024-05-02
PROD19,1.0,537800,2024-05-02
PROD21,1.0,235000,2024-05-02
PROD187,1.0,125000,2024-05-02
PROD52,1.0,1155000,2024-05-02
PROD57,2.0,2750,2024-05-02
PROD30,1.0,356000,2024-05-02
PROD20,1.0,303200,2024-05-02
PROD22,1.0,935000,2024-05-02
PROD147,1.0,1300000,2024-05-02
PROD11,1.0,255000,2024-05-02
PROD21,1.0,235000,2024-05-02
PROD52,1.0,1155000,2024-05-02
PROD11,1.0,255000,2024-05-02
PROD120,1.0,323000,2024-05-02
PROD30,1.0,356000,2024-05-02
PROD86,1.0,785000,2024-05-02
PROD120,1.0,323000,2024-05-02
PROD120,1.0,323000,2024-05-02
PROD120,1.0,323000,2024-05-02
PROD276,1.0,992000,2024-05-02
PROD120,1.0,323000,2024-05-02
PROD120,1.0,323000,2024-05-02
PROD21,1.0,235000,2024-05-02
PROD79,1.0,325000,2024-05-02
PROD9,1.0,138000,2024-05-02
PROD5,1.0,330000,2024-05-02
PROD289,1.0,4312,2024-05-02
PROD89,1.0,435500,2024-05-02
PROD11,1.0,255000,2024-05-02
PROD138,1.0,94700,2024-05-02
PROD9,1.0,138000,2024-05-02
PROD44,1.0,357000,2024-05-02
PROD39,1.0,297500,2024-05-02
PROD5,1.0,330000,2024-05-02
PROD34,1.0,435500,2024-05-02
PROD176,1.0,89000,2024-05-02
PROD33,1.0,279900,2024-05-02
PROD20,1.0,303200,2024-05-02
PROD57,5.0,2750,2024-05-02
PROD11,1.0,260000,2024-05-02
PROD176,1.0,89000,2024-05-02
PROD11,1.0,255000,2024-05-02
PROD64,1.0,247500,2024-05-02
PROD21,1.0,235000,2024-05-02
PROD290,1.0,508000,2024-05-02
PROD287,1.0,350000,2024-05-02
PROD21,1.0,235000,2024-05-02
PROD21,1.0,235000,2024-05-02
PROD9,1.0,138000,2024-05-02
PROD20,1.0,303200,2024-05-02
PROD50,1.0,242000,2024-05-02
PROD15,1.0,367500,2024-05-02
PROD20,1.0,308200,2024-05-02
PROD120,1.0,323000,2024-05-02
PROD11,1.0,255000,2024-05-02
PROD61,2.0,338000,2024-05-02
PROD21,1.0,235000,2024-05-02
PROD61,1.0,338000,2024-05-02
PROD120,1.0,323000,2024-05-02
PROD71,1.0,2024-05-02-00:00:00,2024-05-02
PROD19,1.0,537800,2024-05-03
PROD5,1.0,330000,2024-05-03
PROD9,1.0,138000,2024-05-03
PROD120,1.0,323000,2024-05-03
PROD21,1.0,235000,2024-05-03
PROD41,1.0,273500,2024-05-03
PROD86,1.0,785000,2024-05-03
PROD21,1.0,235000,2024-05-03
PROD52,1.0,1155000,2024-05-03
PROD9,2.0,138000,2024-05-03
PROD13,2.0,367000,2024-05-03
PROD21,1.0,235000,2024-05-03
PROD3,1.0,758500,2024-05-03
PROD20,1.0,303200,2024-05-03
PROD30,1.0,356000,2024-05-03
PROD33,1.0,279900,2024-05-03
PROD120,1.0,323000,2024-05-03
PROD120,1.0,323000,2024-05-03
PROD3,1.0,758500,2024-05-03
PROD189,1.0,1071070,2024-05-03
PROD32,1.0,240000,2024-05-03
PROD252,1.0,698000,2024-05-03
PROD120,1.0,323000,2024-05-03
PROD19,1.0,537800,2024-05-03
PROD120,1.0,323000,2024-05-03
PROD25,1.0,402500,2024-05-03
PROD52,1.0,1155000,2024-05-03
PROD21,1.0,235000,2024-05-03
PROD187,1.0,125000,2024-05-03
PROD9,1.0,138000,2024-05-03
PROD120,1.0,323000,2024-05-03
PROD21,1.0,235000,2024-05-03
PROD50,1.0,242000,2024-05-03
PROD120,1.0,323000,2024-05-03
PROD52,1.0,1155000,2024-05-03
PROD13,1.0,367000,2024-05-03
PROD21,1.0,235000,2024-05-03
PROD20,1.0,308200,2024-05-03
PROD34,1.0,440500,2024-05-03
PROD30,1.0,361000,2024-05-03
PROD21,1.0,235000,2024-05-03
PROD41,1.0,273500,2024-05-03
PROD291,1.0,400400,2024-05-03
PROD229,1.0,699000,2024-05-03
PROD20,1.0,303200,2024-05-03
PROD9,8.0,138000,2024-05-03
PROD264,1.0,35750,2024-05-03
PROD21,1.0,235000,2024-05-03
PROD18,1.0,776000,2024-05-03
PROD120,1.0,323000,2024-05-03
PROD81,1.0,9000,2024-05-03
PROD82,1.0,11300,2024-05-03
PROD83,1.0,12800,2024-05-03
PROD46,1.0,18975,2024-05-03
PROD166,1.0,64050,2024-05-03
PROD120,1.0,323000,2024-05-03
PROD6,1.0,750000,2024-05-04
PROD19,1.0,537800,2024-05-04
PROD5,1.0,330000,2024-05-04
PROD3,1.0,758500,2024-05-04
PROD79,1.0,325000,2024-05-04
PROD176,1.0,89000,2024-05-04
PROD120,1.0,323000,2024-05-04
PROD97,1.0,217000,2024-05-04
PROD33,1.0,279900,2024-05-04
PROD3,1.0,758500,2024-05-04
PROD142,1.0,973500,2024-05-04
PROD120,1.0,323000,2024-05-04
PROD120,1.0,323000,2024-05-04
PROD21,1.0,235000,2024-05-04
PROD120,1.0,323000,2024-05-04
PROD176,1.0,89000,2024-05-04
PROD11,1.0,255000,2024-05-04
PROD21,1.0,235000,2024-05-04
PROD292,1.0,2691000,2024-05-04
PROD33,1.0,279900,2024-05-04
PROD120,1.0,323000,2024-05-04
PROD11,1.0,255000,2024-05-04
PROD20,1.0,303200,2024-05-04
PROD30,1.0,356000,2024-05-04
PROD120,1.0,323000,2024-05-04
PROD11,3.0,255000,2024-05-04
PROD39,1.0,297500,2024-05-04
PROD120,1.0,323000,2024-05-04
PROD120,2.0,323000,2024-05-04
PROD176,1.0,89000,2024-05-04
PROD120,1.0,323000,2024-05-04
PROD20,1.0,303200,2024-05-04
PROD176,2.0,89000,2024-05-04
PROD180,4.0,80000,2024-05-04
PROD3,1.0,758500,2024-05-04
PROD64,1.0,247500,2024-05-04
PROD20,1.0,303200,2024-05-04
PROD21,1.0,235000,2024-05-04
PROD41,1.0,273500,2024-05-04
PROD9,1.0,138000,2024-05-04
PROD21,1.0,235000,2024-05-04
PROD13,1.0,367000,2024-05-04
PROD47,1.0,375900,2024-05-04
PROD30,1.0,356000,2024-05-04
PROD11,1.0,255000,2024-05-04
PROD120,1.0,322999,2024-05-06
PROD19,1.0,537800,2024-05-06
PROD293,2.0,1025000,2024-05-06
PROD11,1.0,255000,2024-05-06
PROD20,1.0,303200,2024-05-06
PROD20,1.0,303200,2024-05-06
PROD187,1.0,124999,2024-05-06
PROD20,1.0,303200,2024-05-06
PROD4,1.0,185000,2024-05-06
PROD176,1.0,88999,2024-05-06
PROD120,1.0,322999,2024-05-06
PROD9,1.0,138000,2024-05-06
PROD35,1.0,162500,2024-05-06
PROD232,5.0,78000,2024-05-06
PROD72,1.0,751800,2024-05-06
PROD4,1.0,185000,2024-05-06
PROD10,1.0,330000,2024-05-06
PROD4,5.0,185000,2024-05-06
PROD9,3.0,138000,2024-05-06
PROD19,1.0,537800,2024-05-06
PROD20,1.0,303200,2024-05-06
PROD21,1.0,235000,2024-05-06
PROD34,1.0,435500,2024-05-06
PROD3,1.0,758500,2024-05-06
PROD11,1.0,255000,2024-05-06
PROD10,1.0,330000,2024-05-06
PROD120,1.0,323000,2024-05-06
PROD39,1.0,297500,2024-05-06
PROD120,1.0,323000,2024-05-06
PROD10,1.0,330000,2024-05-06
PROD9,1.0,138000,2024-05-06
PROD10,1.0,330000,2024-05-06
PROD19,1.0,537800,2024-05-06
PROD10,1.0,330000,2024-05-06
PROD120,1.0,323000,2024-05-06
PROD50,1.0,242000,2024-05-06
PROD5,1.0,330000,2024-05-06
PROD9,1.0,138000,2024-05-06
PROD20,1.0,303200,2024-05-06
PROD4,2.0,185000,2024-05-06
PROD20,1.0,303200,2024-05-06
PROD21,1.0,235000,2024-05-06
PROD120,1.0,323000,2024-05-06
PROD19,1.0,537800,2024-05-06
PROD20,1.0,308200,2024-05-06
PROD10,1.0,330000,2024-05-06
PROD9,1.0,138000,2024-05-06
PROD57,5.0,2750,2024-05-06
PROD3,1.0,758500,2024-05-06
PROD2,2.0,65500,2024-05-06
PROD34,1.0,435500,2024-05-06
PROD21,1.0,235000,2024-05-06
PROD20,1.0,303200,2024-05-06
PROD50,1.0,242000,2024-05-06
PROD19,1.0,537800,2024-05-06
PROD294,1.0,825000,2024-05-06
PROD120,1.0,323000,2024-05-06
PROD176,1.0,89000,2024-05-06
PROD177,1.0,21000,2024-05-06
PROD11,1.0,255000,2024-05-06
PROD10,1.0,330000,2024-05-06
PROD120,1.0,323000,2024-05-06
PROD11,3.0,255000,2024-05-06
PROD5,1.0,330000,2024-05-06
PROD9,2.0,138000,2024-05-06
PROD201,6.0,175000,2024-05-06
PROD21,1.0,235000,2024-05-06
PROD21,1.0,235000,2024-05-06
PROD34,1.0,435500,2024-05-06
PROD9,1.0,138000,2024-05-06
PROD11,1.0,255000,2024-05-06
PROD11,2.0,255000,2024-05-06
PROD9,2.0,138000,2024-05-06
PROD187,2.0,125000,2024-05-06
PROD39,1.0,297500,2024-05-06
PROD13,6.0,367000,2024-05-06
PROD10,1.0,330000,2024-05-06
PROD11,1.0,255000,2024-05-06
PROD34,1.0,435500,2024-05-06
PROD21,1.0,235000,2024-05-06
PROD120,1.0,323000,2024-05-06
PROD52,1.0,1155000,2024-05-06
PROD176,1.0,89000,2024-05-06
PROD10,1.0,330000,2024-05-06
PROD10,1.0,330000,2024-05-06
PROD20,1.0,303200,2024-05-06
PROD201,1.0,175000,2024-05-06
PROD9,1.0,138000,2024-05-06
PROD8,1.0,644000,2024-05-06
PROD30,1.0,356000,2024-05-06
PROD21,1.0,235000,2024-05-06
PROD21,1.0,235000,2024-05-06
PROD120,1.0,323000,2024-05-06
PROD50,1.0,242000,2024-05-06
PROD89,1.0,435500,2024-05-06
PROD100,1.0,465600,2024-05-06
PROD21,1.0,235000,2024-05-06
PROD30,1.0,356000,2024-05-06
PROD21,1.0,235000,2024-05-06
PROD176,1.0,89000,2024-05-06
PROD34,1.0,435500,2024-05-06
PROD176,1.0,89000,2024-05-06
PROD21,1.0,235000,2024-05-06
PROD9,1.0,138000,2024-05-06
PROD30,1.0,356000,2024-05-06
PROD11,1.0,255000,2024-05-06
PROD120,1.0,323000,2024-05-06
PROD9,1.0,138000,2024-05-06
PROD187,1.0,125000,2024-05-06
PROD21,1.0,235000,2024-05-06
PROD202,1.0,12000,2024-05-06
PROD11,1.0,255000,2024-05-06
PROD5,1.0,330000,2024-05-06
PROD34,1.0,435500,2024-05-06
PROD59,1.0,324900,2024-05-06
PROD3,1.0,758500,2024-05-06
PROD56,1.0,86620,2024-05-06
PROD177,1.0,21000,2024-05-06
PROD52,1.0,1155000,2024-05-06
PROD57,2.0,2750,2024-05-06
PROD89,1.0,435500,2024-05-06
PROD13,1.0,367000,2024-05-06
PROD120,1.0,323000,2024-05-06
PROD20,1.0,303200,2024-05-06
PROD52,1.0,1155000,2024-05-06
PROD95,1.0,975000,2024-05-06
PROD11,1.0,255000,2024-05-06
PROD34,1.0,435500,2024-05-06
PROD120,1.0,323000,2024-05-06
PROD10,1.0,330000,2024-05-06
PROD10,1.0,330000,2024-05-06
PROD11,1.0,255000,2024-05-06
PROD120,1.0,323000,2024-05-06
PROD2,1.0,65500,2024-05-06
PROD50,1.0,242000,2024-05-06
PROD21,1.0,235000,2024-05-06
PROD176,1.0,89000,2024-05-06
PROD201,2.0,175000,2024-05-06
PROD4,2.0,187500,2024-05-06
PROD10,1.0,330000,2024-05-06
PROD10,1.0,330000,2024-05-06
PROD21,1.0,235000,2024-05-06
PROD64,1.0,247500,2024-05-06
PROD9,2.0,138000,2024-05-06
PROD10,1.0,330000,2024-05-06
PROD10,1.0,330000,2024-05-06
PROD25,1.0,402500,2024-05-06
PROD13,1.0,367000,2024-05-06
PROD11,1.0,255000,2024-05-06
PROD34,1.0,435500,2024-05-06
PROD120,1.0,323000,2024-05-06
PROD177,1.0,21000,2024-05-06
PROD10,1.0,330000,2024-05-06
PROD176,1.0,89000,2024-05-06
PROD177,1.0,21000,2024-05-06
PROD19,1.0,537800,2024-05-06
PROD10,1.0,330000,2024-05-06
PROD176,1.0,89000,2024-05-06
PROD73,1.0,213500,2024-05-06
PROD101,1.0,412500,2024-05-06
PROD3,1.0,758500,2024-05-06
PROD120,1.0,323000,2024-05-06
PROD176,1.0,94000,2024-05-06
PROD5,1.0,330000,2024-05-06
PROD20,1.0,303200,2024-05-06
PROD180,1.0,80000,2024-05-06
PROD52,1.0,1155000,2024-05-06
PROD132,1.0,177510,2024-05-06
PROD21,1.0,235000,2024-05-06
PROD50,1.0,242000,2024-05-06
PROD10,1.0,330000,2024-05-06
PROD4,1.0,185000,2024-05-06
PROD20,1.0,303200,2024-05-06
PROD20,1.0,303200,2024-05-06
PROD33,1.0,279900,2024-05-06
PROD11,1.0,255000,2024-05-06
PROD10,1.0,330000,2024-05-06
PROD4,1.0,185000,2024-05-06
PROD10,1.0,330000,2024-05-06
PROD20,1.0,303200,2024-05-06
PROD20,1.0,303200,2024-05-06
PROD176,1.0,89000,2024-05-06
PROD120,1.0,323000,2024-05-06
PROD120,1.0,323000,2024-05-06
PROD9,1.0,138000,2024-05-06
PROD10,1.0,330000,2024-05-06
PROD9,1.0,138000,2024-05-06
PROD15,1.0,367500,2024-05-06
PROD13,1.0,367000,2024-05-06
PROD33,1.0,279900,2024-05-06
PROD86,1.0,785000,2024-05-06
PROD176,1.0,89000,2024-05-06
PROD176,1.0,89000,2024-05-06
PROD176,1.0,89000,2024-05-06
PROD180,1.0,80000,2024-05-06
PROD50,1.0,242000,2024-05-06
PROD20,1.0,303200,2024-05-06
PROD21,1.0,235000,2024-05-06
PROD30,1.0,356000,2024-05-06
PROD122,1.0,270000,2024-05-06
PROD9,1.0,138000,2024-05-06
PROD9,1.0,138000,2024-05-06
PROD9,1.0,138000,2024-05-06
PROD4,1.0,185000,2024-05-06
PROD10,1.0,330000,2024-05-06
PROD120,1.0,323000,2024-05-06
PROD120,1.0,323000,2024-05-06
PROD24,1.0,311500,2024-05-06
PROD9,1.0,138000,2024-05-06
PROD9,1.0,138000,2024-05-06
PROD21,1.0,235000,2024-05-06
PROD20,1.0,303200,2024-05-06
PROD5,1.0,330000,2024-05-06
PROD73,1.0,213500,2024-05-06
PROD295,1.0,52500,2024-05-06
PROD120,1.0,323000,2024-05-07
PROD3,1.0,758500,2024-05-07
PROD11,1.0,255000,2024-05-07
PROD21,1.0,235000,2024-05-07
PROD11,1.0,255000,2024-05-07
PROD50,1.0,242000,2024-05-07
PROD41,1.0,273500,2024-05-07
PROD57,2.0,2750,2024-05-07
PROD259,1.0,13555,2024-05-07
PROD239,1.0,4851,2024-05-07
PROD120,1.0,323000,2024-05-07
PROD10,1.0,345000,2024-05-07
PROD21,1.0,235000,2024-05-07
PROD4,1.0,185000,2024-05-07
PROD259,1.0,13555,2024-05-07
PROD260,1.0,18414,2024-05-07
PROD21,1.0,235000,2024-05-07
PROD19,1.0,537800,2024-05-07
PROD122,1.0,276800,2024-05-07
PROD39,1.0,297500,2024-05-07
PROD11,1.0,255000,2024-05-07
PROD21,1.0,235000,2024-05-07
PROD33,1.0,279900,2024-05-07
PROD13,1.0,367000,2024-05-07
PROD9,1.0,138000,2024-05-07
PROD21,1.0,235000,2024-05-07
PROD10,1.0,345000,2024-05-07
PROD120,1.0,323000,2024-05-07
PROD251,1.0,675000,2024-05-07
PROD78,1.0,666800,2024-05-07
PROD176,1.0,89000,2024-05-07
PROD39,1.0,297500,2024-05-07
PROD120,1.0,323000,2024-05-07
PROD120,1.0,323000,2024-05-07
PROD9,1.0,138000,2024-05-07
PROD22,1.0,935000,2024-05-07
PROD10,1.0,345000,2024-05-07
PROD10,1.0,345000,2024-05-07
PROD176,3.0,89000,2024-05-07
PROD10,1.0,345000,2024-05-07
PROD120,1.0,323000,2024-05-07
PROD9,1.0,138000,2024-05-07
PROD176,1.0,89000,2024-05-07
PROD180,1.0,80000,2024-05-07
PROD232,5.0,78000,2024-05-07
PROD9,1.0,140000,2024-05-07
PROD4,1.0,185000,2024-05-07
PROD10,1.0,345000,2024-05-07
PROD21,1.0,235000,2024-05-07
PROD9,1.0,138000,2024-05-07
PROD50,1.0,242000,2024-05-07
PROD11,1.0,255000,2024-05-07
PROD10,1.0,345000,2024-05-07
PROD52,1.0,1155000,2024-05-07
PROD95,1.0,975000,2024-05-07
PROD3,1.0,758500,2024-05-07
PROD73,1.0,213500,2024-05-07
PROD21,1.0,235000,2024-05-07
PROD11,1.0,255000,2024-05-07
PROD21,1.0,235000,2024-05-07
PROD9,2.0,138000,2024-05-07
PROD20,1.0,303200,2024-05-07
PROD33,1.0,279900,2024-05-07
PROD66,1.0,30600,2024-05-07
PROD242,1.0,43715,2024-05-07
PROD35,1.0,177000,2024-05-07
PROD20,1.0,303200,2024-05-07
PROD30,1.0,356000,2024-05-07
PROD86,1.0,785000,2024-05-07
PROD21,1.0,235000,2024-05-07
PROD33,1.0,279900,2024-05-07
PROD120,1.0,323000,2024-05-07
PROD30,2.0,356000,2024-05-07
PROD50,1.0,242000,2024-05-07
PROD9,1.0,138000,2024-05-07
PROD24,1.0,311500,2024-05-07
PROD296,1.0,13440,2024-05-07
PROD297,1.0,27000,2024-05-07
PROD197,1.0,17500,2024-05-07
PROD52,1.0,1155000,2024-05-08
PROD86,1.0,785000,2024-05-08
PROD282,3.0,75000,2024-05-08
PROD20,1.0,308200,2024-05-08
PROD3,1.0,758500,2024-05-08
PROD259,1.0,13555,2024-05-08
PROD44,1.0,357000,2024-05-08
PROD30,1.0,356000,2024-05-08
PROD20,1.0,303200,2024-05-08
PROD10,1.0,345000,2024-05-08
PROD22,1.0,935000,2024-05-08
PROD4,2.0,185000,2024-05-08
PROD11,2.0,255000,2024-05-08
PROD120,1.0,323000,2024-05-08
PROD21,1.0,240000,2024-05-08
PROD101,1.0,417500,2024-05-08
PROD71,1.0,2024-05-08-00:00:00,2024-05-08
PROD10,1.0,345000,2024-05-08
PROD120,1.0,323000,2024-05-08
PROD20,1.0,303200,2024-05-08
PROD11,1.0,255000,2024-05-08
PROD10,1.0,345000,2024-05-08
PROD19,1.0,537800,2024-05-08
PROD9,1.0,138000,2024-05-08
PROD10,1.0,350000,2024-05-08
PROD136,1.0,3750,2024-05-08
PROD110,1.0,400000,2024-05-08
PROD20,1.0,303200,2024-05-08
PROD21,1.0,235000,2024-05-08
PROD120,1.0,323000,2024-05-08
PROD120,1.0,323000,2024-05-08
PROD120,1.0,323000,2024-05-08
PROD13,1.0,367000,2024-05-08
PROD120,1.0,323000,2024-05-08
PROD232,1.0,78000,2024-05-08
PROD30,1.0,356000,2024-05-08
PROD20,1.0,303200,2024-05-08
PROD10,1.0,345000,2024-05-08
PROD120,1.0,323000,2024-05-08
PROD21,1.0,235000,2024-05-08
PROD33,1.0,279900,2024-05-08
PROD292,1.0,2691000,2024-05-08
PROD21,1.0,235000,2024-05-08
PROD9,1.0,138000,2024-05-08
PROD176,1.0,89000,2024-05-08
PROD5,1.0,330000,2024-05-08
PROD120,1.0,323000,2024-05-08
PROD33,1.0,279990,2024-05-08
PROD20,1.0,303200,2024-05-08
PROD9,1.0,138000,2024-05-08
PROD9,1.0,138000,2024-05-08
PROD9,1.0,138000,2024-05-08
PROD25,1.0,402500,2024-05-08
PROD9,1.0,138000,2024-05-08
PROD20,1.0,303200,2024-05-08
PROD21,1.0,235000,2024-05-08
PROD5,1.0,330000,2024-05-08
PROD11,1.0,255000,2024-05-08
PROD176,1.0,89000,2024-05-08
PROD120,4.0,321000,2024-05-08
PROD11,1.0,255000,2024-05-08
PROD20,1.0,303200,2024-05-08
PROD11,1.0,255000,2024-05-08
PROD20,1.0,303200,2024-05-08
PROD57,2.0,2750,2024-05-08
PROD50,1.0,242000,2024-05-08
PROD4,1.0,185000,2024-05-08
PROD39,1.0,297500,2024-05-08
PROD10,1.0,345000,2024-05-08
PROD73,1.0,213500,2024-05-08
PROD10,1.0,345000,2024-05-08
PROD10,1.0,345000,2024-05-08
PROD11,1.0,255000,2024-05-08
PROD120,1.0,323000,2024-05-08
PROD20,1.0,303200,2024-05-08
PROD64,1.0,247500,2024-05-08
PROD3,1.0,758500,2024-05-08
PROD9,1.0,138000,2024-05-08
PROD4,1.0,185000,2024-05-08
PROD56,1.0,86620,2024-05-08
PROD9,1.0,138000,2024-05-08
PROD5,1.0,330000,2024-05-08
PROD9,1.0,138000,2024-05-08
PROD11,1.0,255000,2024-05-08
PROD20,1.0,303200,2024-05-08
PROD21,1.0,235000,2024-05-08
PROD21,1.0,235000,2024-05-08
PROD100,1.0,465600,2024-05-08
PROD10,1.0,345000,2024-05-08
PROD120,1.0,323000,2024-05-08
PROD13,1.0,367000,2024-05-10
PROD201,1.0,180000,2024-05-10
PROD180,1.0,80000,2024-05-10
PROD11,1.0,255000,2024-05-10
PROD21,1.0,235000,2024-05-10
PROD11,1.0,255000,2024-05-10
PROD11,1.0,255000,2024-05-10
PROD61,1.0,338000,2024-05-10
PROD11,1.0,255000,2024-05-10
PROD4,4.0,185000,2024-05-10
PROD9,1.0,138000,2024-05-10
PROD13,1.0,367000,2024-05-10
PROD10,1.0,345000,2024-05-10
PROD120,1.0,323000,2024-05-10
PROD5,1.0,330000,2024-05-10
PROD5,1.0,330000,2024-05-10
PROD21,1.0,235000,2024-05-10
PROD120,1.0,323000,2024-05-10
PROD120,1.0,323000,2024-05-10
PROD10,1.0,345000,2024-05-10
PROD19,1.0,537800,2024-05-10
PROD21,1.0,235000,2024-05-10
PROD31,1.0,530000,2024-05-10
PROD21,1.0,235000,2024-05-10
PROD120,1.0,323000,2024-05-10
PROD20,1.0,303200,2024-05-10
PROD20,1.0,303200,2024-05-10
PROD97,1.0,217000,2024-05-10
PROD120,1.0,323000,2024-05-10
PROD61,1.0,338000,2024-05-10
PROD64,1.0,247500,2024-05-10
PROD57,5.0,2750,2024-05-10
PROD81,1.0,9000,2024-05-10
PROD298,1.0,10800,2024-05-10
PROD105,1.0,8400,2024-05-10
PROD82,1.0,11300,2024-05-10
PROD50,1.0,242000,2024-05-10
PROD79,1.0,325000,2024-05-10
PROD4,1.0,185000,2024-05-10
PROD120,1.0,323000,2024-05-10
PROD20,1.0,303200,2024-05-10
PROD21,1.0,235000,2024-05-10
PROD9,1.0,138000,2024-05-10
PROD10,1.0,345000,2024-05-10
PROD15,1.0,367500,2024-05-10
PROD176,1.0,89000,2024-05-10
PROD120,1.0,323000,2024-05-10
PROD10,1.0,345000,2024-05-10
PROD44,1.0,357000,2024-05-10
PROD57,4.0,2750,2024-05-10
PROD21,1.0,235000,2024-05-10
PROD11,2.0,255000,2024-05-10
PROD158,1.0,1320,2024-05-10
PROD11,1.0,255000,2024-05-10
PROD13,1.0,367000,2024-05-10
PROD253,1.0,125000,2024-05-10
PROD132,1.0,177510,2024-05-10
PROD120,1.0,323000,2024-05-10
PROD10,1.0,345000,2024-05-10
PROD172,1.0,14500,2024-05-10
PROD4,1.0,185000,2024-05-10
PROD86,1.0,785000,2024-05-10
PROD30,1.0,356000,2024-05-10
PROD176,1.0,89000,2024-05-10
PROD176,1.0,89000,2024-05-10
PROD11,1.0,255000,2024-05-10
PROD21,1.0,235000,2024-05-10
PROD286,1.0,201000,2024-05-10
PROD120,1.0,323000,2024-05-10
PROD39,1.0,297500,2024-05-10
PROD72,1.0,751800,2024-05-10
PROD11,1.0,255000,2024-05-10
PROD5,1.0,330000,2024-05-10
PROD21,1.0,235000,2024-05-10
PROD11,1.0,255000,2024-05-10
PROD21,1.0,235000,2024-05-10
PROD10,1.0,345000,2024-05-10
PROD120,1.0,323000,2024-05-10
PROD21,1.0,235000,2024-05-10
PROD120,1.0,323000,2024-05-10
PROD15,1.0,367500,2024-05-10
PROD13,1.0,367000,2024-05-10
